link_researcher,assunto_keywords,assunto_ids
/pt/auxilios/17022/influencia-das-tecnicas-de-polimerizacao-e-desinfeccao-no-comportamento-dos-materiais-reembasadores/,Resinas acrílicas##Infecção cruzada##Micro-ondas,8052##168552##160855
/pt/auxilios/17332/efeito-do-tipo-de-condicionamento-acido-na-rugosidade-e-resistencia-de-uniao-de-sistemas-adesivos-em/,Resistência à tração##Adesivos dentinários##Condicionamento ácido##Rugosidade superficial##Esmalte dentário,6463##15631##174890##7818##2231
/pt/auxilios/17420/efeito-do-tratamento-de-superficie-e-da-ciclagem-termica-sobre-a-uniao-entre-ceramicas-aluminizadas/,Tratamento de superfícies##Porcelana dentária##Cimentos de resina##Resistência de união (odontologia)##Ciclagem térmica (odontologia),7723##19804##152989##11235##19742
/pt/auxilios/16862/avaliacao-da-porosidade-e-da-resistencia-a-flexao-de-resina-acrilica-polimerizada-em-diferentes-cicl/,Porosidade##Prótese total##Micro-ondas##Resistência à flexão##Resinas acrílicas,2546##4600##160855##163967##8052
/pt/auxilios/17348/analise-da-diversidade-genetica-de-porphyromonas-gingivalis/,Isoenzimas##Placa bacteriana##Doenças periodontais,2117##313##5504
/pt/auxilios/16917/adaptacao-marginal-e-u-tracao-regional-de-restauracoes-fixadas-com-cimento-resinoso-em-dentina-trata/,Dentina##Adaptação marginal dentária##Adesivos dentinários##Colágeno,5663##159810##15631##3617
/pt/auxilios/16967/a-busca-do-minimo-desajuste-marginal-e-a-reducao-de-etapas-de-manufatura-de-proteses-fixas-extensas/,Eletroerosão##Prótese parcial fixa##Titânio##Ligas metálicas,14631##7630##1363##762
/pt/auxilios/16571/avaliacao-da-participacao-da-dentina-na-ativacao-de-celulas-clasticas-e-osteoblastos/,Reabsorção óssea##Dentina##Osteoblastos##Osteoclastos,17861##5663##152126##152636
/pt/auxilios/16682/influencia-do-dentifricio-fluoretado-na-prevalencia-da-fluorose-dental-no-brasil/,Epidemiologia##Fluorose dentária,157796##3735
/pt/auxilios/16751/avaliacao-comparativa-entre-diferentes-tecnicas-para-a-restauracao-de-dentes-tratados-endodonticamen/,Endodontia##Restauração dentária##Ensaios de compressão##Estudo comparativo,157869##6718##159539##9956
/pt/auxilios/16758/efeito-da-camada-hibrida-e-do-uso-de-resina-de-baixa-viscosidade-no-selamento-marginal-de-restauraco/,Resinas compostas##Adaptação marginal dentária##Adesivos dentinários##Dentina##Colágeno,3509##159810##15631##5663##3617
/pt/auxilios/17125/caracteristica-socioeconomica-cultural-e-familiar-de-calouros-e-formados-em-odontologia-da-foarune/,Orientação vocacional,12681
/pt/auxilios/16710/avaliacao-quantitativa-da-protrusao-mandibular-necessaria-para-recapturar-o-disco-atraves-da-placa-r/,Articulação temporomandibular##Ruídos articulares,149669##151612
/pt/auxilios/16831/estudo-cinesiografico-do-espaco-fonetico-em-pacientes-dentados-naturais/,Oclusão dentária##Prótese total##Fonética,28091##4600##2151
/pt/auxilios/16712/avaliacao-clinica-longitudinal-de-proteses-parciais-fixas-confeccionadas-com-o-sistema-ceramico-in-c/,Prótese parcial fixa##Zircônia##Estudos longitudinais,7630##159858##3295
/pt/auxilios/16760/avaliacao-comparativa-da-resistencia-a-abrasao-de-cimentos-resinosos-atraves-da-alteracao-de-massa/,Cimentos dentários##Cimentos de resina##Rugosidade superficial##Abrasão dentária##Escovação dentária,8915##152989##7818##14768##150244
/pt/auxilios/4417/avaliacao-do-efeito-do-numero-de-ciclos-termicos-sobre-as-propriedades-de-deformacao-permanente-dos/,Prótese dentária##Prótese total##Resinas acrílicas##Materiais dentários##Reembasadores de prótese##Ensaios físicos##Resistência à tração,3465##4600##8052##222##8053##8054##6463
/pt/auxilios/16634/efeito-de-diferentes-concentracoes-de-peroxido-de-carbamida-na-resistencia-maxima-a-tracao-do-esmalt/,Peróxido de carbamida##Resistência à tração##Microtração,149250##6463##159861
/pt/auxilios/4837/avaliacao-in-vitro-e-in-vivo-do-aparelho-de-laser-fluorescente-diagnodent-em-relacao-a-diferentes/,Cárie dentária##Cárie oclusal##Radiografia dentária digital##Radiografia interproximal##Terapia a laser,311##6605##8402##8694##10350
/pt/auxilios/4039/influencia-do-controle-de-placa-supragengival-sobre-os-parametros-clinicos-imunologicos-e-microbiol/,Placa bacteriana##Interleucina-1##Reação em cadeia por polimerase (PCR)##Higiene bucal,313##7324##6714##7112
/pt/auxilios/4040/quantificacao-e-identificacao-de-leveduras-do-genero-candida-na-saliva-de-pacientes-de-diferentes-fa/,Patologia bucal##Candidose##Candida albicans##Saliva##Xerostomia,3635##7541##3119##4724##7542
/pt/auxilios/4656/o-efeito-da-terapia-periodontal-basica-na-diabetes-mellitus-tipo-ii/,Doenças periodontais##Diabetes mellitus tipo 2,5504##950
/pt/auxilios/2874/polimorfismo-genetico-e-potencial-cariogenico-in-vitro-de-streptococcus-mutans-isolados-da-cavidade/,Patologia bucal##Cárie dentária,3635##311
/pt/auxilios/3427/avaliacao-das-condicoes-clinicas-e-microbiologicas-periodontais-e-da-transmissao-de-actinobacillus-a/,Doenças periodontais##Infecções bacterianas##Actinobacillus actinomycetemcomitans##Reação em cadeia por polimerase (PCR)##Eletroforese em gel de ágar,5504##1010##873##6714##7042
/pt/auxilios/3143/relacao-entre-a-presenca-de-chumbo-defeitos-de-esmalte-e-carie-em-dentes-deciduos/,Esmalte dentário##Cárie dentária##Dente decíduo##Chumbo##Piracicaba (SP),2231##311##19719##5157##4171
/pt/auxilios/5889/estudo-da-origem-e-natureza-do-tumor-odontogenico-adenomatoide-pela-expressao-imuno-histoquimica-das/,Membrana basal##Tumores odontogênicos##Imuno-histoquímica##Proliferação celular##Esmalte dentário,6191##14772##162220##5458##2231
/pt/auxilios/3152/incidencia-de-cepas-leucotoxicas-de-actinobacillus-actinomycetemcomitans-em-pacientes-com-periodonti/,Periodontite##Actinobacillus actinomycetemcomitans##Leucotoxinas##Reação em cadeia por polimerase (PCR)##Biologia molecular,872##873##170505##6714##157808
/pt/auxilios/5913/avaliacao-da-permeabilidade-dentinaria-radicular-apos-preparo-quimico-cirurgico-tendo-como-fonte-de/,Permeabilidade da dentina##Canal radicular##Clorexidina,6242##4844##6243
/pt/auxilios/16172/avaliacao-quantitativa-da-microinfiltracao-em-cavidades-classe-v-restauradas-com-a-utilizacao-de-doi/,Resinas compostas##Microinfiltração marginal##Dentina##Adesivos dentinários,3509##154545##5663##15631
/pt/auxilios/16197/influencia-do-tratamento-odontologico-sob-anestesia-local-na-glicemia-de-individuos-normoglicemicos/,Ansiolíticos##Anestésicos locais##Vasoconstritores##Estresse##Glicemia,644##2102##17054##659##3086
/pt/auxilios/15823/avaliacao-in-vitro-do-uso-do-laser-eryag-na-endodontia/,Permeabilidade da dentina,6242
/pt/auxilios/15844/tratamento-de-defeitos-tipo-deiscencia-ao-redor-de-implantes-de-titanio-atraves-da-associacao-de-mat/,Cães##Regeneração óssea guiada,3722##176758
/pt/auxilios/16004/fator-de-concentracao-de-tensoes-em-testes-de-micro-tracao/,Método dos elementos finitos##Ensaios mecânicos,423##150720
/pt/auxilios/16173/avaliacao-da-aplicacao-de-um-software-interativo-desenvolvido-como-modelo-didatico-para-a-disciplina/,Métodos de ensino##Didática##Multimídia##CD-ROM,150846##3244##376##2028
/pt/auxilios/16198/avaliacao-dos-parametros-cardiovasculares-pre-trans-e-pos-anestesia-em-pacientes-normotensos/,Dor##Pressão sanguínea##Carticaína##Lidocaína,2655##1158##161570##6150
/pt/auxilios/16235/analise-comparativa-histologica-e-imunohistoquimica-da-reparacao-de-alveolos-tratados-ou-nao-com-f/,Fator de crescimento insulin-like I##Reparação##Fatores de crescimento,7097##176499##3369
/pt/auxilios/16243/avaliacao-comparativa-da-formacao-de-lesoes-cariosas-in-vitro-ao-redor-de-cavidades-restauradas-c/,Cárie dentária##Resinas compostas,311##3509
/pt/auxilios/15891/efeito-da-estimulacao-eletrica-nervosa-transcutanea-tens-nas-desordens-craniomandibulares-atraves/,Eletromiografia,11027
/pt/auxilios/15894/efeito-do-splint-estabilizador-sobre-a-eficiencia-mastigatoria-de-pacientes-com-habito-de-bruxismo/,Eletromiografia##Eficiência mastigatória##Bruxismo,11027##176973##149169
/pt/auxilios/15937/tratamento-odontopediatrico-avaliacao-do-estresse-da-crianca-do-acompanhante-e-do-odontologo/,Avaliação psicológica,7635
/pt/auxilios/16058/avaliacao-histometrica-da-regeneracao-ossea-vertical-em-torno-de-implantes-osseintegrados-obtida-por/,Transplante ósseo##Enxerto ósseo,7117##6965
/pt/auxilios/16156/polimerizacao-de-resina-composta-laser-de-argonio-x-luz-halogena/,Resinas compostas##Adesão##Dentina##Microdureza,3509##173517##5663##159666
/pt/auxilios/15791/avaliacao-do-tempo-de-condicionamento-acido-total-sobre-a-resistencia-da-uniao-resina-dentina-em-d/,Resistência ao cisalhamento##Dente decíduo##Dentina##Adesivos dentinários,7618##19719##5663##15631
/pt/auxilios/15383/estudo-da-soldagem-a-laser-sobre-algumas-das-propriedades-mecanicas-e-quimicas-de-ligas-odontologica/,Resistência à tração##Titânio##Laser##Ligas metálicas,6463##1363##1613##762
/pt/auxilios/15980/avaliacao-da-microinfiltracao-marginal-em-restauracoes-dentais-realizadas-com-compositos-dentais-ter/,Materiais compósitos##Microinfiltração marginal,260##154545
/pt/auxilios/15537/avaliacao-do-desajuste-cervical-de-coroas-totais-fundidas-em-titanio-comercialmente-puro-e-ti-6a1-4/,Prótese parcial fixa##Titânio,7630##1363
/pt/auxilios/15560/estudo-comparativo-da-resistencia-a-deformacao-e-capacidade-de-uniao-entre-materiais-resilientes-e-r/,Prótese total##Resinas acrílicas##Materiais dentários,4600##8052##222
/pt/auxilios/14949/tratamento-cirurgico-de-defeitos-intra-osseos-associado-com-proteinas-derivadas-da-matriz-do-esmalte/,Cirurgia##Reparação periodontal,157918##162589
/pt/auxilios/14420/analise-da-posicao-dos-dentes-de-proteses-totais-processadas-com-energia-de-microondas-diante-de-do/,Prótese dentária##Prótese total##Resinas acrílicas##Micro-ondas##Silicone,3465##4600##8052##160855##96
/pt/auxilios/15159/avaliacao-da-infiltracao-marginal-e-nanoinfiltracao-efeito-do-preparo-a-laser-e-pre-tratamento-dent/,Resinas compostas##Microinfiltração marginal##Laser,3509##154545##1613
/pt/auxilios/15189/deteccao-de-patogenos-periodontais-em-especimes-de-placa-subgengival-atraves-da-reacao-em-cadeia-da/,Biologia molecular##Doenças periodontais##Reação em cadeia por polimerase (PCR)##Bactérias aeróbias,157808##5504##6714##17441
/pt/auxilios/14920/participacao-dos-receptores-opioides-delta-e-capa-na-modulacao-da-resposta-dolorosa-induzida-experim/,Dor,2655
/pt/auxilios/14576/levantamento-epidemiologico-e-avaliacoes-eletromiografica-eletrognatografica-e-eletrosonografica-co/,Desordens craniomandibulares##Avaliação das funções estomatognáticas##Eletromiografia,53376##12248##11027
/pt/auxilios/14667/estudo-da-microbiota-anfibiontica-presente-no-interior-de-canais-radiculares-de-dentes-com-polpa-nec/,Hidróxido de cálcio##Bactérias,5495##346
/pt/auxilios/4921/efeito-da-textura-da-superficie-sobre-a-biocompatibilidade-da-hidroxiapatia-avaliacao-in-vitro-e-in/,Biomateriais##Substitutos ósseos##Durapatita##Histologia##Teste de biocompatibilidade##Cultura de células,396##7301##8147##158035##8885##4904
/pt/auxilios/14409/avaliacao-in-vitro-rugosidade-superficial-e-do-acumulo-de-placa-in-situ-em-superficies-de-ceramicas/,Porcelana dentária##Placa bacteriana##Rugosidade superficial##Polimento dentário,19804##313##7818##157093
/pt/auxilios/14584/avaliacao-histometrica-da-regeneracao-ossea-guiada-e-enxerto-osseo-mineralizado-isolados-ou-em-comb/,Transplante ósseo##Enxerto ósseo##Regeneração óssea guiada##Implantes osseointegrados,7117##6965##176758##6051
/pt/auxilios/14431/avaliacao-da-forca-de-uniao-de-adesivos-dentinarios-de-frasco-unico-em-funcao-do-tempo-de-armazename/,Dentina##Adesivos dentinários,5663##15631
/pt/auxilios/14519/influencia-das-concavidades-radiculares-da-pre-furca-nos-resultados-da-regeneracao-de-lesoes-furca-c/,Regeneração tecidual guiada,3021
/pt/auxilios/14215/estudo-morfologico-imunohistoquimico-e-hibridizacao-in-situ-em-lesoes-pre-malignas-e-malignas-de-mu/,Imuno-histoquímica##Infecções por Papillomavirus##Hibridização in situ,162220##3205##962
/pt/auxilios/14224/estudo-comparativo-de-metodos-de-quantificacao-da-placa-de-dentadura/,Odontologia preventiva##Higiene bucal##Prótese dentária##Prótese total##Placa bacteriana,153920##7112##3465##4600##313
/pt/auxilios/14242/fatores-de-virulencia-de-staphylococcus-aureus-isolados-de-pacientes-portadores-de-infeccoes-osseas/,Fatores de virulência##Adesão##Staphylococcus aureus##Osteoblastos,5779##173517##7299##152126
/pt/auxilios/14011/projeto-integrado-para-avaliacao-das-propriedades-fisicas-acao-de-meios-de-armazenagem-e-desempenho/,Fadiga##Titânio##Prótese parcial removível##Fluoretos##Ligas metálicas,6022##1363##23899##152263##762
/pt/auxilios/13514/acompanhamento-longitudinal-multicentrico-dos-implantes-osseointegrados-e-proteses-suportadas-por-im/,Ósseointegração,3597
/pt/auxilios/14032/avaliacao-histometrica-do-uso-de-membranas-nao-reabsorviveis-e-reabsorviveis-em-defeitos-periodontai/,Histometria##Regeneração tecidual guiada##Deiscência da ferida operatória##Membranas absorvíveis##Membranas não absorvíveis,174567##3021##160648##3674##174742
/pt/auxilios/13833/influencia-da-xerostomia-no-desenvolvimento-de-lesoes-periapicais-em-ratos/,Lesões periapicais##Ratos##Xerostomia,150095##1856##7542
/pt/auxilios/13557/analise-da-terapia-com-placas-estabilizadoras-em-pacientes-portadores-de-disfuncoes-cranio-mandibula/,Ressonância magnética,803
/pt/auxilios/13598/tratamento-de-lesoes-de-bifurcacao-grau-iii-pela-tecnica-de-regeneracao-tecidual-guiada-em-associaca/,Enxertos,173871
/pt/auxilios/13512/avaliacao-clinica-e-radiografica-do-tratamento-de-defeitos-intra-osseos-por-regeneracao-tecidual-gui/,Regeneração tecidual guiada##Regeneração óssea##Estudo clínico,3021##3451##168148
/pt/auxilios/13728/motivacao-do-paciente-avaliacao-da-efetividade-de-metodos-para-o-retorno-ao-consultorio-odontologic/,Resultado do tratamento##Motivação##Cooperação do paciente##Tratamento odontológico,165267##11498##151799##4474
/pt/auxilios/13363/analise-do-efeito-do-gel-de-clorexidina-a-05-na-regiao-inter-proxinal-estudo-clinico-e-microbiol/,Leveduras##Enterobacteriaceae##Clorexidina,1553##1580##6243
/pt/auxilios/13508/avalicao-tridimensional-em-imagens-de-ressonancia-magnetica-da-morfofisiologia-das-atms-do-osso-esf/,Ortopedia,19480
/pt/auxilios/13332/estudo-comparativo-entre-propriedades-fisicas-do-titanio-puro-processado-por-cera-perdida-em-relacao/,Fundição odontológica##Ligas fundidas##Titânio,11865##159815##1363
/pt/auxilios/13131/indicadores-de-risco-e-modelo-de-predicao-de-doenca-periodontal-avancada-generalizada/,Doenças periodontais##Periodontite##Prevenção de doenças##Diagnóstico bucal##Ansiedade##Análise de risco,5504##872##6488##8397##660##3360
/pt/auxilios/13046/analises-sensorial-e-quantitativa-do-potencial-cariostatico-de-materiais-restauradores-contendo-fluo/,Análise quantitativa##Análise sensorial,151683##165178
/pt/auxilios/12938/avaliacao-clinica-da-retencao-e-efetividade-na-prevencao-de-carie-dentaria-dos-materiais-vitremer-e/,Grupos de risco,992
/pt/auxilios/12596/avaliacao-dos-sinais-e-sintomas-de-disfuncao-da-articulacao-temporomandibular-em-criancas-na-fase-da/,Articulação temporomandibular##Oclusão dentária##Dente decíduo,149669##28091##19719
/pt/auxilios/12322/avaliacao-quantitativa-da-penetracao-de-corante-em-restauracoes-de-amalgama-submetidas-ao-pre-tratam/,Restauração dentária##Microinfiltração marginal##Amálgama dentário,6718##154545##8372
/pt/auxilios/12798/avaliacao-da-atividade-osteoindutora-da-matriz-dentinaria-autogeno-descalcificada-em-defeitos-osseos/,Defeitos ósseos##Regeneração óssea##Regeneração tecidual guiada##Matriz óssea##Transplante autólogo##Osteoindução##Estudo comparativo,169001##3451##3021##6527##1622##169015##9956
