link_researcher,assunto_keywords,assunto_ids
/pt/auxilios/45810/analise-da-associacao-dos-niveis-de-microrganismos-do-dominio-archaea-e-o-perfil-bacteriano-em-amost/,Doenças periodontais##Periodontite##Microbiologia oral##Archaea,5504##872##5729##5757
/pt/auxilios/45815/resistencia-a-flexao-da-zirconia-y-tzp-apos-diferentes-tipos-de-desgastes-e-ressinterizacao/,Porcelana dentária##Zircônia tetragonal policristalina estabilizada com ítrio (Y-TZP)##Ensaios dos materiais##Resistência dos materiais##Dureza,19804##162899##7514##1378##7515
/pt/auxilios/45829/estudo-bioquimico-e-histologico-comparativo-do-efeito-das-fototerapias-led-laser-de-baixa-ou-alta-p/,Patologia bucal##Estomatite##Quimioterapia##Glândulas salivares,3635##8569##4920##2208
/pt/auxilios/45850/avaliacao-fisico-quimica-mecanica-de-biocompatibilidade-e-bioatividade-de-diferentes-formulacoes-d/,Cimentos dentários##Genotoxicidade,8915##6017
/pt/auxilios/45897/hidratacao-oral-em-individuos-com-paralisia-cerebral/,Motricidade oral##Paralisia cerebral##Cárie dentária##Salivação,148863##5857##311##7111
/pt/auxilios/45900/avaliacao-in-vivo-da-compatibilidade-biologica-do-hidroxido-de-calcio-associado-a-extratos-vegetais/,Produtos naturais##Medicamentos fitoterápicos##Psidium##Hidróxido de cálcio,409##4581##149238##5495
/pt/auxilios/45905/estudo-in-vitro-da-expressao-de-moleculas-de-adesao-em-areas-mimetizadas-de-neoplasia-maligna-in-sit/,Patologia bucal##Neoplasias bucais##Adenoma pleomórfico,3635##1031##152311
/pt/auxilios/45375/avaliacao-da-capacidade-de-extracao-de-dna-a-partir-de-tecidos-dentarios-humanos-em-diferentes-condi/,Odontologia legal##Antropologia forense##DNA,148971##148416##2893
/pt/auxilios/45376/efeito-do-tipo-de-fonte-de-luz-sobre-propriedades-fisicas-de-cimentos-resinosos-experimentais-conten/,Cimentos de resina##Propriedades mecânicas##Fotoiniciadores dentários,152989##1372##157252
/pt/auxilios/45392/efeito-do-design-da-uniao-soldada-e-do-tipo-de-soldagem-sobre-a-logevidade-de-proteses-multiplas-im/,Próteses e implantes##Soldagem em odontologia,1432##7390
/pt/auxilios/45437/avaliacao-dos-efeitos-da-terapia-fotodinamica-com-hipericina-no-tratamento-da-doenca-periodontal-ind/,Doenças periodontais##Tratamento periodontal##Fotoquimioterapia,5504##7325##355
/pt/auxilios/45450/efeito-de-diferentes-solucoes-de-clorexidina-na-producao-e-estabilidade-mecanica-da-uniao-resina-den/,Adesivos dentinários##Clorexidina##Cárie dentária,15631##6243##311
/pt/auxilios/45463/influencia-do-5-fluorouracil-nos-tecidos-periodontais-normais-e-sobre-a-evolucao-da-doenca-periodont/,Doenças periodontais##Tratamento periodontal##Perda do osso alveolar##Quimioterapia,5504##7325##163533##4920
/pt/auxilios/45483/influencia-da-obesidade-na-progressao-e-severidade-da-doenca-periodontal-experimentalmente-induzida/,Doenças periodontais##Perda do osso alveolar##Obesidade,5504##163533##33
/pt/auxilios/45499/estudo-histomorfologico-do-processo-de-reparo-de-dentes-reimplantados-em-ratos-pinealectomizados/,Traumatismos dentários##Reabsorção radicular##Implantes dentários##Melatonina##Pinealectomia##Reparo ósseo##Reimplante dentário,95929##18500##1367##1899##162074##14727##153201
/pt/auxilios/45512/analise-do-perfil-microbiano-do-biofilme-formado-em-pacientes-com-lesoes-de-carie-radicular-segundo/,Cárie dentária##Saúde pública##Biofilmes##Arginina,311##157772##733##7227
/pt/auxilios/45513/expressao-dos-genes-alp-e-bsp-frente-aos-extratos-de-udma-bisgma-oleo-resina-de-copaiba-e-polimero/,Cimentos dentários##Citotoxicidade##Expressão gênica##Fosfatase alcalina##Sialoglicoproteínas##Fibroblasto pulpar##Reação em cadeia da polimerase via transcriptase reversa (RT-PCR),8915##6595##874##8895##161099##152573##149884
/pt/auxilios/44935/analise-in-vivo-do-comportamento-de-dois-implantes-com-superficie-tratada-em-area-de-fissura-transfo/,Prótese dentária,3465
/pt/auxilios/45027/expressao-das-proteinas-citoesqueleticas-actina-e-tubulina-em-celulas-osteogenicas-cultivadas-sobre/,Histologia oral##Biomateriais##Vitrocerâmica##Biomateriais cerâmicos##Osteogênese##Citoesqueleto,148893##396##164389##4885##1361##960
/pt/auxilios/45053/avaliacao-de-fatores-relacionados-ao-teste-de-push-out-entre-pino-de-fibra-e-dentina-intrarradicular/,Prótese dentária,3465
/pt/auxilios/45102/cicatrizacao-ossea-de-defeitos-de-tamanho-critico-tratados-com-aspirado-de-medula-ossea-estudo-hist/,Regeneração óssea,3451
/pt/auxilios/45104/mecanismos-celulares-e-moleculares-envolvidos-na-reabsorcao-dos-tecidos-mineralizados-papel-da-mole/,Imunopatologia##Lesões periapicais##Moléculas de adesão celular##Osteoclastos##Reabsorção de dente,1879##150095##4714##152636##157264
/pt/auxilios/45107/avaliacao-da-terapia-gengival-mecanico-quimica-em-individuos-com-diabetes-obesidade-ou-diabesidade/,Gengivite,10080
/pt/auxilios/45111/influencia-do-hidrocloreto-de-tetraciclina-associado-a-terapia-fotodinamica-no-tratamento-da-doenca/,Doenças periodontais,5504
/pt/auxilios/45130/caracterizacao-de-resinas-para-base-de-protese-propriedades-fisico-mecanicas-e-uniao-com-dentes-art/,Prótese dentária##Reembasamento de dentadura##Resinas acrílicas##Polimetil metacrilato##Temperatura de transição##Propriedades físico-químicas##Resistência ao cisalhamento##Resistência de união (odontologia)##Espectroscopia de infravermelho com transformada de Fourier,3465##175850##8052##153276##172001##163990##7618##11235##173916
/pt/auxilios/45167/analise-comparativa-por-correlacao-digital-de-imagens-e-nao-linear-pelo-mef-3d-das-tensoes-geradas-p/,Próteses e implantes##Prótese sobre implantes ósseointegrados##Titânio##Zircônia##Resistência à tração##CAD/CAM##Método de correlação digital de imagem##Método dos elementos finitos,1432##149694##1363##159858##6463##15449##165018##423
/pt/auxilios/45172/efeitos-do-laser-e-da-terapia-fotodinamica-no-tratamento-periodontal-mecanico-em-ratas-ovariectomiza/,Doenças periodontais,5504
/pt/auxilios/45176/avaliacao-da-biomecanica-de-reabilitacoes-multiplas-implantossuportadas-estudo-comparativo-de-tecni/,Biomecânica##Próteses e implantes##Tensão dos materiais,424##1432##4875
/pt/auxilios/45177/analise-de-tensao-desajuste-marginal-e-torque-de-afrouxamento-em-infraestruturas-de-proteses-multip/,Prótese dentária##Tensão dos materiais,3465##4875
/pt/auxilios/45191/efeitos-do-laser-de-diodo-e-do-fator-de-crescimento-de-fibroblastos-no-processo-de-regeneracao-perio/,Ligamento periodontal##Fatores de crescimento de fibroblastos##Reimplante dentário##Reabsorção radicular##Laser,20382##5784##153201##18500##1613
/pt/auxilios/45246/estudo-in-vitro-do-efeito-da-fototerapia-com-laser-em-baixa-intensidade-sobre-a-producao-de-proteina/,Células-tronco##Fototerapia##Matriz extracelular##Polpa dentária,319##3322##2920##13892
/pt/auxilios/45248/estudo-experimental-tomografico-do-posicionamento-condilar-em-cirurgia-ortognatica-analise-de-um-me/,Deformidades dentofaciais##Cirurgia ortognática,160867##148667
/pt/auxilios/45321/avaliacao-in-vitro-da-producao-de-colageno-tipo-i-por-odontoblastos-e-fibroblastos-apos-contato-dire/,Fibroblastos##Odontoblastos##Colágeno tipo I,1979##27932##17666
/pt/auxilios/31645/avaliacao-de-estrategias-para-o-controle-da-erosao-dental-causada-por-acidos-de-origem-endogena-e-ex/,Dentística##Erosão dentária##Desgaste dos dentes##Esmalte dentário##Testes de dureza,7616##152365##158788##2231##13938
/pt/auxilios/31740/avaliacao-do-sinal-insulinico-em-tecido-muscular-e-hepatico-de-ratos-diabeticos-e-nao-diabeticos-t/,Diabetes mellitus##Glicemia##Glicose##Proteoma##Espectrometria de massas##Fluoretos,997##3086##998##321##1514##152263
/pt/auxilios/31745/doenca-celiaca-repercussoes-bucais-e-estudo-do-esmalte-como-marcador-da-doenca-em-criancas/,Gastroenteropatias##Doença celíaca##Esmalte dentário##Sorologia##Crianças,4722##6127##2231##10032##1097
/pt/auxilios/35241/efeito-do-fluoreto-no-reparo-osseo-em-alveolos-de-camundongos-com-diferentes-densidades-osseas-anal/,Osteoporose##Reparo ósseo##Reparação alveolar##Osteoprotegerina##Metaloproteinases da matriz##Fluoretos,8148##14727##19801##10711##2786##152263
/pt/auxilios/30327/comparacao-clinica-do-grau-de-sensibilidade-cutanea-na-regiao-mentoniana-e-labio-inferior-entre-pa/,Anormalidades maxilofaciais##Cirurgia ortognática##Osteotomia##Piezocirurgia,148666##148667##3089##148668
/pt/auxilios/31614/efeito-da-irradiacao-do-laser-de-co2-e-ndyag-sobre-dentina-e-esmalte-higidos-e-erodidos-quando-subm/,Erosão dentária##Lasers de gás##Laser do estado sólido##Esmalte dentário##Dentina,152365##7421##2517##2231##5663
/pt/auxilios/31640/estudo-da-acao-imunomoduladora-e-antimicrobiana-anti-candida-de-lactobacillus-casei/,Microbiologia oral,5729
/pt/auxilios/31720/avaliacao-do-efeito-imunofarmacologico-da-15d-pgj2-complexada-a-nanoparticulas-polimericas-biodegrad/,Doenças periodontais##Nanotecnologia##Anti-inflamatórios,5504##395##160860
/pt/auxilios/31721/microtomografo-microtc-no-estudo-da-anatomia-dental-e-nos-procedimentos-endodonticos/,Anatomia dentária##Instrumentos endodônticos##Canal radicular##Microtomografia por raio X,155529##153084##4844##169196
/pt/auxilios/31733/avaliacao-da-influencia-da-temperatura-e-do-tempo-de-estocagem-na-deteccao-e-quantificacao-de-amostr/,Diagnóstico bucal,8397
/pt/auxilios/31789/avaliacao-clinica-de-restauracoes-em-dentes-posteriores-com-resinas-compostas-de-nanoparticulas-de-c/,Dentística,7616
/pt/auxilios/31840/avaliacao-das-dimensoes-dentais-e-esqueleticas-nos-modelos-de-gesso-apos-ermac-e-em-oclusao-normal-n/,Cirurgia a laser,14886
/pt/auxilios/54992/efeito-da-deficiencia-de-estrogeno-no-reimplante-dentario-analise-histomorfometrica-e-imunoistoquim/,Reabsorção óssea##Cirurgia bucomaxilofacial##Imuno-histoquímica##Osteoporose##Ovariectomia##Reimplante dentário,17861##158599##162220##8148##8351##153201
/pt/auxilios/31465/efeito-de-dentifricio-com-reduzida-concentracao-de-fluoreto-suplementado-com-calcio-eou-fosfato-na/,Cárie dentária,311
/pt/auxilios/31467/efeito-do-agente-cimentante-e-das-diferentes-espessuras-sobre-a-estabilidade-de-cor-de-restauracoes/,Desgaste de restauração dentária##Porcelana dentária##Cimentos de resina##Facetas dentárias##Envelhecimento artificial##Envelhecimento acelerado,157021##19804##152989##162206##178001##178180
/pt/auxilios/31481/polimorfismos-geneticos-em-fissuras-labio-palatinas-nao-sindromicas-estudo-caso-controle-com-uma-po/,Patologia bucal##Anormalidades congênitas##Fenda labial##Fissura palatina##Polimorfismo genético,3635##3231##150045##19362##151781
/pt/auxilios/31512/avaliacao-da-remineralizacao-in-vitro-e-in-situ-de-lesoes-de-carie-proximais-adjacentes-a-restauraco/,Materiais dentários##Cimentos dentários##Cimentos de ionômeros de vidro##Restauração dentária##Dente decíduo##Cárie dentária,222##8915##3746##6718##19719##311
/pt/auxilios/31562/avaliacao-clinica-longitudinal-de-dentes-afetados-pela-hipomineralizacao-molar-incisivo/,Desmineralização do dente##Estudos longitudinais,15800##3295
/pt/auxilios/31638/efeitos-da-terapia-celular-com-a-associacao-de-celulas-tronco-mesenquimais-e-osteoblastos-no-reparo/,Terapia baseada em transplante de células e tecidos##Células-tronco mesenquimais##Osteoblastos##Osso e ossos##Cultura de células##Histomorfometria óssea,164713##16463##152126##3541##4904##165225
/pt/auxilios/31787/efeito-do-fator-de-transformacao-de-crescimento-beta-1-tgf-21-e-da-dexametasona-na-biomineralizac/,Biologia oral##Fator de crescimento transformador beta1##Calcificação fisiológica##Osteoblastos##Dexametasona##Cultura de células,160235##162342##16708##152126##5185##4904
/pt/auxilios/30610/resistencia-a-fratura-de-ceramicas-submetidas-a-envelhecimento-e-avaliacao-do-modulo-de-elasticidade/,Prótese dentária##Porcelana dentária##Cimentos de resina##Projeto auxiliado por computador,3465##19804##152989##163605
/pt/auxilios/30613/analise-em-larga-escala-da-expressao-de-micrornas-em-celulas-osteoblasticas-crescidas-sobre-titanio/,MicroRNAs##Calcificação fisiológica##Implantes osseointegrados##Titânio##Nanotopografia,10971##16708##6051##1363##149108
/pt/auxilios/29377/avaliacao-da-influencia-do-extrato-de-aroeira-na-adesao-e-proliferacao-por-fibroblatos-humanos-e-exp/,Anti-infecciosos##Reparo ósseo##Aroeira##Fibroblastos##Metaloproteinases da matriz##Cultura de células,162377##14727##148844##1979##2786##4904
/pt/auxilios/30256/avaliacao-da-cicatrizacao-de-defeitos-osseos-criados-cirurgicamente-em-calvarias-de-ratos-tratados-c/,Próteses e implantes##Transplante ósseo##Bio-Oss##Regeneração óssea##Defeitos ósseos,1432##7117##169010##3451##169001
/pt/auxilios/30264/avaliacao-in-situ-da-superficie-de-materiais-restauradores-submetidos-a-degradacao-por-biofilme/,Biofilmes##Restauração dentária##Propriedades de superfície,733##6718##17668
/pt/auxilios/28714/expressao-de-metaloproteinases-de-matriz-de-osteoblastos-de-duas-linhagens-de-camundongos-sob-efeito/,Reparo ósseo##Cultura de células##Metaloproteinases da matriz##Fluoretos##Osteoblastos,14727##4904##2786##152263##152126
/pt/auxilios/29105/analise-comparativa-da-fluorescencia-entre-resinas-compostas-e-tecidos-dentarios-humanos-in-vitro/,Estética dentária##Resinas compostas##Dentina##Fluorescência##Esmalte dentário,16053##3509##5663##2245##2231
/pt/auxilios/30291/avaliacao-do-biofilme-formado-in-situ-da-microbiota-bucal-e-da-desmineralizacao-do-esmalte-dental-a/,Cárie dentária##Desmineralização do dente##Leite fermentado##Probióticos,311##15800##5837##329
/pt/auxilios/30302/avaliacao-do-reparo-osseo-de-defeitos-de-tamanho-critico-tratados-com-plasma-rico-em-plaquetas-ou-co/,Plaquetas sanguíneas##Fibrina##Regeneração óssea,42608##149221##3451
/pt/auxilios/30315/efeito-de-extratos-de-buriti-mauritia-vinifera-e-copaiba-copaifera-langsdorffii-no-tratamento-ra/,Radioterapia##Quimioterapia##Neoplasias de cabeça e pescoço##Carcinoma de células escamosas,3133##4920##2990##1032
/pt/auxilios/30320/a-influencia-da-diabetes-mellitus-no-reparo-de-enxertos-osseos-autogenos-onlay-recobertos-ou-nao-por/,Diabetes mellitus##Enxerto ósseo##Transplante autólogo##Reabsorção óssea##Regeneração óssea##Colágeno,997##6965##1622##17861##3451##3617
/pt/auxilios/30326/participacao-de-ativina-a-em-carcinomas-espinocelulares-orais/,Patologia bucal##Neoplasias bucais##Carcinoma de células escamosas##Ativinas##Progressão da doença,3635##1031##1032##149211##149824
/pt/auxilios/30381/analise-das-propriedades-dos-materiais-infiltrantes-em-funcao-da-sua-composicao-monomeros-base-dil/,Cárie dentária##Resinas sintéticas##Infiltração dentária,311##16359##10933
/pt/auxilios/30411/influencia-da-doenca-periodontal-na-formacao-de-placa-de-ateroma/,Doenças periodontais##Aterosclerose,5504##1976
/pt/auxilios/30428/utilizacao-de-probioticos-para-o-controle-da-prevalencia-de-candida-oral-em-pacientes-edentados-tota/,Antifúngicos##Probióticos##Candida,3848##329##5074
/pt/auxilios/30495/caracteristicas-geneticas-ambientais-e-comportamentais-nas-disfuncoes-temporomandibulares/,Transtornos da articulação temporomandibular##Polimorfismo genético,19446##151781
/pt/auxilios/30003/analise-tomografica-da-formacao-ossea-apos-enxerto-em-fissura-labio-palatal-preenchida-com-osso-auto/,Ortodontia##Transplante ósseo##Fenda labial##Cirurgia bucal,158147##7117##150045##148913
/pt/auxilios/30015/efeito-de-diferentes-protocolos-de-jateamento-e-de-tecnicas-de-confeccao-na-resistencia-a-fratura-de/,Prótese dentária##Prótese parcial fixa##Materiais cerâmicos##Zircônia##Porcelana dentária,3465##7630##232##159858##19804
/pt/auxilios/30024/identificacao-e-caracterizacao-quimica-da-fracao-bioativa-e-nanoestruturada-da-geopropolis-de-melipo/,Anti-infecciosos##Anti-inflamatórios##Analgésicos##Placa bacteriana##Própolis##Apis mellifica,162377##160860##7462##313##120##1726
/pt/auxilios/30106/efetividade-da-irradiacao-por-micro-ondas-e-de-diferentes-agentes-de-limpeza-na-desinfeccao-de-prote/,Desinfecção##Reabilitação bucal##Prótese total##Staphylococcus aureus,3533##11008##4600##7299
/pt/auxilios/30130/uso-de-alendronato-para-inducao-de-osteonecrose-experimental-estudo-em-ratos/,Perda do osso alveolar##Alendronato,163533##149419
/pt/auxilios/30160/avaliacao-da-acao-antimicrobiana-de-um-dentifricio-experimental-a-base-de-ricinus-communis-para-higi/,Prótese total##Dentifrícios##Ricinus communis##Anti-infecciosos,4600##151504##155372##162377
/pt/auxilios/30183/avaliacao-por-meio-de-tomografia-computadorizada-por-feixe-conico-tcfc-dos-efeitos-dento-esqueleti/,Técnica de expansão palatina##Tomografia computadorizada de feixe cônico,149113##20383
/pt/auxilios/30188/quantificacao-da-endotoxina-em-canais-radiculares-de-dentes-deciduos-e-permanentes-portadores-de-nec/,Endodontia##Lesões periapicais##Endotoxinas##Canal radicular##Necrose da polpa dentária##Bandagens##Hidróxido de cálcio,157869##150095##8605##4844##149307##19##5495
/pt/auxilios/30195/avaliacao-da-alteracao-de-cor-difusao-de-peroxido-de-hidrogenio-e-citotoxicidade-trans-amelodentina/,Dentística##Clareamento de dente##Peróxido de carbamida##Peróxido de hidrogênio,7616##13845##149250##3433
/pt/auxilios/30196/estudo-prospectivo-tomografico-cbct-e-radiografico-de-individuos-classe-ii-1a-divisao-de-angle-tr/,Doenças maxilomandibulares##Má oclusão de Angle classe II,149301##149302
/pt/auxilios/30218/fator-de-crescimento-endotelial-vascular-na-reposta-pulpar-apos-o-uso-de-material-capeador-precedido/,Cavidade pulpar##Capeamento da polpa dentária##Dente decíduo,10932##149285##19719
/pt/auxilios/30219/efeito-da-polimerizacao-e-do-envelhecimento-acelerado-sobre-a-estabilidade-de-cor-de-botoes-de-iris/,Resinas acrílicas##Prótese bucomaxilofacial##Olho artificial##Íris,8052##152902##20511##149287
/pt/auxilios/30252/uso-de-agentes-antibacterianos-na-dentina-afetada-por-carie-analise-da-degradacao-da-interface-de-u/,Cárie dentária##Restauração dentária##Dentina,311##6718##5663
/pt/auxilios/30258/avaliacao-de-propriedades-fisico-quimicas-mecanicas-e-biologicas-de-materiais-a-base-de-mineral-tri/,Cimentos dentários##Materiais dentários##Nanopartículas##Propriedades mecânicas##Propriedades físico-químicas,8915##222##64##1372##163990
/pt/auxilios/29541/avaliacao-de-novos-produtos-na-reducao-da-permeabilidade-da-dentina-radicular-e-resistencia-a-desafi/,Arginina##Permeabilidade da dentina##Hidroxiapatita,7227##6242##11342
/pt/auxilios/29971/avaliacao-laboratorial-e-clinica-de-um-produto-especifico-para-higienizacao-de-proteses-totais-acao/,Candida##Prótese total##Biofilmes##Anti-sépticos##Bases de dentadura,5074##4600##733##14974##152854
/pt/auxilios/29983/regeneracao-axonal-em-enxerto-nervoso-sensitivo-coaptado-termino-lateralmente-a-um-nervo-doador-inta/,Regeneração nervosa##Terapia a laser de baixa intensidade##Adesivo tecidual de fibrina##Morfologia (anatomia),8541##10351##20832##162075
/pt/auxilios/29985/avaliacao-in-vitro-do-potencial-de-um-gel-contendo-euclea-natalensis-na-reducao-da-erosao-dentaria-e/,Erosão dentária##Permeabilidade da dentina##Produtos naturais##Euclea natalensis,152365##6242##409##165726
/pt/auxilios/30067/analise-comparativa-entre-articaina-2-e-articaina-4-ambas-com-adrenalina-1200000-avaliacao-da/,Anestesia e analgesia##Anestesia local##Carticaína##Adrenalina##Pressão sanguínea##Dor pós-operatória##Piroxicam,11771##7633##161570##23294##1158##44686##8286
/pt/auxilios/29535/estudos-dos-defeitos-de-esmalte-na-denticao-decidua/,Cárie dentária##Esmalte dentário##Epidemiologia##Estudos longitudinais,311##2231##157796##3295
/pt/auxilios/29604/avaliacao-do-aprendizado-de-bioestatistica-com-a-utilizacao-de-uma-interface-de-ensino-pela-internet/,Bioestatística##Material didático##Internet,4218##4458##2976
/pt/auxilios/29851/avaliacao-dos-fatores-associados-a-perda-ossea-alveolar-em-animais-submetidos-a-deficiencia-de-magne/,Doenças periodontais##Perda do osso alveolar##Deficiência de vitaminas##Deficiência de magnésio,5504##163533##10758##149490
/pt/auxilios/29910/avaliacao-de-citocinas-liberadas-por-plaquetas-durante-o-desenvolvimento-da-doenca-periodontal-e-rep/,Doenças periodontais##Indutores da angiogênese##Regeneração tecidual guiada periodontal##Plaquetas sanguíneas##Ácido acetilsalicílico##Imunidade inata,5504##150364##7300##42608##161638##152069
/pt/auxilios/29918/analise-da-diferenciacao-osteoblastica-in-vitro-sobre-superficies-de-materiais-vitreos-bioativos/,Materiais cerâmicos##Vitrocerâmica##Osteoblastos##RNA mensageiro##Cultura de células##Biomateriais cerâmicos,232##164389##152126##5127##4904##4885
/pt/auxilios/29920/avaliacao-de-biomarcadores-de-estresse-oxidativo-em-pacientes-com-diabetes-mellitus-tipo-2-com-perio/,Diabetes mellitus tipo 2##Doenças periodontais##Periodontite##Espécies de oxigênio reativas##Estresse oxidativo,950##5504##872##16260##843
/pt/auxilios/29550/avaliacao-qualitativa-e-quantitativa-das-tensoes-transmitidas-a-implantes-curtos-por-meio-da-fotoel/,Implantes dentários##Materiais cerâmicos##Resinas compostas##Porcelana dentária##Fotoelasticidade,1367##232##3509##19804##161509
/pt/auxilios/29580/proposta-de-padronizacao-de-metodo-laboratorial-para-obtencao-de-dentina-afetada-por-carie/,Dentística##Dentina##Cárie dentária##Tomografia de coerência óptica,7616##5663##311##19868
/pt/auxilios/29584/influencia-do-limiar-de-dor-na-ocorrencia-de-sensibilidade-dental-no-tratamento-clareador/,Clareamento de dente##Peróxido de hidrogênio,13845##3433
/pt/auxilios/29595/influencia-da-angulacao-do-preparo-coronario-na-resistencia-a-fratura-de-restauracoes-ceramicas-a-ba/,Restauração com material estético##Resistência dos materiais##Porcelana dentária##Zircônia tetragonal policristalina estabilizada com ítrio (Y-TZP)##Mecânica da fratura##CAD/CAM##Método dos elementos finitos,150136##1378##19804##162899##1638##15449##423
/pt/auxilios/29596/imunossenescencia-e-celulas-dendriticas-o-papel-dos-receptores-tlr2-e-tlr4-na-fagocitose-e-na-produ/,Patologia bucal##Células dendríticas##Candida albicans,3635##3663##3119
/pt/auxilios/29634/efeito-da-ciclagem-mecanica-em-pre-molares-com-inlays-feitos-de-diferentes-materiais-ceramicos-na-re/,Materiais cerâmicos##Porcelana dentária##Falha de restauração dentária##Resistência à tração,232##19804##153204##6463
/pt/auxilios/29680/terapia-fotodinamica-no-tratamento-da-doenca-periodontal-avaliacao-clinica-microbiologica-e-imunoe/,Periodontite##Laser##Terapia fotodinâmica,872##1613##150454
/pt/auxilios/29750/avaliacao-da-influencia-do-tipo-de-ceramica-e-modo-de-polimerizacao-no-grau-de-conversao-de-cimentos/,Materiais cerâmicos##Cimentos de resina##Cimentos dentários##Polimerização,232##152989##8915##2130
/pt/auxilios/29275/influencia-da-nitretacao-por-plasma-da-superficie-do-titanio-e-do-colageno-tipo-i-na-adsorcao-das-pr/,Implantes dentários##Implantes osseointegrados##Adesão celular##Osteoblastos##Titânio##Nitretação##Colágeno tipo II,1367##6051##18254##152126##1363##284##148502
/pt/auxilios/29358/efeito-do-desajuste-marginal-tipo-de-soldagem-e-material-do-parafuso-sobre-a-forca-de-destorque-de/,Titânio##Parafusos protéticos##Prótese dentária,1363##161434##3465
/pt/auxilios/29465/avaliacao-da-contracao-de-polimerizacao-e-sorcao-de-agua-de-resina-composta-pelo-metodo-por-imagem-t/,Resinas compostas,3509
/pt/auxilios/29480/avaliacao-de-solucoes-higienizadoras-de-protese-totais-hipocloritos-alcalinos-e-peroxidos-alcalinos/,Higienizadores de dentadura##Prótese total##Resinas acrílicas##Biofilmes,11044##4600##8052##733
/pt/auxilios/29507/efeito-do-laser-de-baixa-potencia-apos-a-expansao-rapida-da-maxila-na-ativacao-de-regioes-cerebrais/,Dor##Laser de baixa intensidade##Maloclusão##Expansão rápida da maxila##Terapia a laser de baixa intensidade,2655##163350##11901##157369##10351
/pt/auxilios/29534/estudo-histomorfometrico-e-imunoistoquimico-dos-efeitos-da-terapia-fotodinamica-no-tratamento-da-doe/,Perda do osso alveolar##Periodontite##Fotoquimioterapia##Raspagem dentária##Azul de metileno,163533##872##355##153198##7153
/pt/auxilios/29538/analise-de-cor-e-brilho-de-ceramicas-odontologicas-submetidas-a-agente-clareador-e-aplicacao-topica/,Estabilidade de cor##Clareadores,166044##170271
/pt/auxilios/28924/avaliacao-da-acao-de-diferentes-solucoes-irrigadoras-na-adesao-entre-o-complexo-material-obturador-d/,Infiltração dentária,10933
/pt/auxilios/28963/comparacao-da-distribuicao-de-tensoes-em-diferentes-proteses-fixas-implanto-suportadas-mandibulares/,Implantes dentários##Implantação dentária endo-óssea##Prótese dentária fixada por implante##Biomecânica##Tomografia,1367##168989##17590##424##1743
/pt/auxilios/28977/impacto-da-dor-e-do-ruido-articular-na-qualidade-e-no-custo-de-vida-de-individuos-com-disfuncao-temp/,Disfunção temporomandibular##Qualidade de vida,148037##4066
/pt/auxilios/28709/analise-da-utilizacao-do-osteoscaf-como-material-para-enxerto-em-seio-maxilar-de-coelhos/,Enxerto ósseo##Biomateriais##Levantamento do assoalho do seio maxilar##Transplante autólogo##Substitutos ósseos,6965##396##160884##1622##7301
/pt/auxilios/28713/analise-da-qualidade-de-polimerizacao-por-meio-de-testes-de-microdureza-de-cimento-resinoso-utiliz/,Cimentos dentários##Resinas acrílicas##Coroas dentárias##Cimentação de coroas##Testes de dureza,8915##8052##149700##149701##13938
/pt/auxilios/28718/avaliacao-do-efeito-adjunto-da-terapia-fotodinamica-aos-procedimentos-de-raspagem-e-alisamento-radic/,Citocinas##Tratamento periodontal##Fumantes,662##7325##168217
/pt/auxilios/28737/analise-fotoelastica-de-tensoes-em-proteses-obturadoras-palatinas-implanto-retidas-sobre-implantes/,Prótese bucomaxilofacial##Biomecânica##Fotoelasticidade##Implantes dentários##Retenção em prótese dentária##Revestimento de dentadura,152902##424##161509##1367##153104##158829
/pt/auxilios/28741/analise-comparativa-da-estabilidade-da-uniao-parafusada-em-abutments-de-zirconia-sobre-implantes-apo/,Prótese sobre implantes ósseointegrados##Parafusos ósseos,149694##8212
/pt/auxilios/28742/efetividade-da-escovacao-de-proteses-com-diferentes-agentes-de-limpeza-na-reducao-da-viabilidade-de/,Placa bacteriana##Desinfetantes##Candida albicans,313##5835##3119
/pt/auxilios/28744/analise-ex-vivo-de-lesoes-bucais-por-espectroscopia-micro-ft-ir/,Neoplasias bucais,1031
/pt/auxilios/25892/avaliacao-in-vitro-de-celulas-tronco-da-polpa-dental-od-21-apos-irradiacao-com-laser-de-arsenieto/,Regeneração tecidual guiada##Terapia a laser de baixa intensidade##Células-tronco##Cultura de células##Tecido pulpar,3021##10351##319##4904##16448
/pt/auxilios/26686/influencia-de-diferentes-tipos-e-concentracoes-de-ativadores-quimicos-e-da-fotoativacao-na-eficienci/,Clareamento de dente##Clareadores dentários##Peróxido de hidrogênio##Cor,13845##158312##3433##9435
/pt/auxilios/28609/monitoramento-histologico-e-histomorfometrico-da-cicatrizacao-ossea-ao-redor-de-mini-parafusos-ortod/,Carga imediata em implante dentário##Parafusos ósseos##Cicatrização##Procedimentos de ancoragem ortodôntica,157693##8212##1560##13945
/pt/auxilios/28610/avaliacao-clinica-do-tratamento-periodontal-em-mulheres-com-osteoporose/,Periodontite##Tratamento periodontal##Menopausa##Osteoporose,872##7325##1605##8148
